id,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
5980,Bundoora,5 Crabtree Ct,4,h,700000.0,PI,Darren,17/03/2018,12.1,3083.0,4.0,2.0,,570.0,,,Banyule City Council,-37.70656,145.06299,Northern Metropolitan,10175.0
5981,Sunbury,1 Owl Pl,3,h,780000.0,S,Leeburn,11/11/2017,31.7,3429.0,3.0,2.0,2.0,,,2010.0,Hume City Council,-37.5956,144.7204,Western Metropolitan,14092.0
5982,Frankston South,3 Banksia Ct,4,h,737500.0,S,hockingstuart,18/11/2017,38.0,3199.0,4.0,2.0,2.0,773.0,,,Frankston City Council,-38.1729,145.1381,South-Eastern Metropolitan,7566.0
5983,Preston,97 Murray Rd,3,h,550000.0,PI,Nelson,14/05/2016,8.8,3072.0,3.0,1.0,1.0,405.0,,,Darebin City Council,-37.7396,145.0175,Northern Metropolitan,14577.0
5984,Greensborough,13 Stowe Av,4,h,800000.0,S,Darren,15/07/2017,16.1,3088.0,4.0,2.0,2.0,626.0,169.0,1960.0,Banyule City Council,-37.70859,145.10464,Northern Metropolitan,8524.0
5985,Prahran,19 Porter St,1,u,515000.0,S,Biggin,16/09/2017,4.6,3181.0,1.0,1.0,,284.0,,,Stonnington City Council,-37.85018,144.99006,Southern Metropolitan,7717.0
5986,Heidelberg West,6 Normanby Ct,2,h,613000.0,S,Barry,13/05/2017,9.4,3081.0,2.0,1.0,0.0,391.0,74.0,1960.0,Banyule City Council,-37.7349,145.0398,Eastern Metropolitan,2674.0
5987,Oakleigh South,16 Alleford St,3,h,875000.0,S,Buxton,4/03/2017,14.7,3167.0,3.0,2.0,1.0,258.0,105.0,1999.0,Kingston City Council,-37.9156,145.0879,South-Eastern Metropolitan,3692.0
5988,Fitzroy,31 Bell St,4,h,1950000.0,S,Nelson,18/06/2016,1.6,3065.0,4.0,1.0,0.0,177.0,152.0,1890.0,Yarra City Council,-37.7999,144.9759,Northern Metropolitan,5825.0
5989,Rosanna,128 Beverley Rd,3,h,1075000.0,VB,Fletchers,26/08/2017,8.9,3084.0,3.0,1.0,0.0,,123.0,1950.0,Banyule City Council,-37.74627,145.07955,Eastern Metropolitan,3540.0
5990,Kew East,16 Clyde St,3,h,1975000.0,VB,Jellis,11/11/2017,7.3,3102.0,3.0,2.0,5.0,747.0,,1929.0,Boroondara City Council,-37.7956,145.0554,Southern Metropolitan,2671.0
5991,Collingwood,12/120 Cambridge St,2,u,1645000.0,S,Nelson,28/05/2016,1.6,3066.0,4.0,1.0,3.0,0.0,2.0,1890.0,Yarra City Council,-37.8046,144.9858,Northern Metropolitan,4553.0
5992,Box Hill,3/5 Kent Rd,2,u,400000.0,VB,Ray,23/04/2016,13.1,3128.0,2.0,1.0,1.0,0.0,,,Whitehorse City Council,-37.8248,145.1215,Eastern Metropolitan,4605.0
5993,Glen Iris,1610 Malvern Rd,4,h,2250000.0,VB,Jellis,24/06/2017,7.3,3146.0,4.0,1.0,2.0,1110.0,,,Boroondara City Council,-37.85723,145.0547,Southern Metropolitan,10412.0
5994,Doncaster,1/10 Madeleine St,4,u,753000.0,S,Barry,13/08/2016,13.9,3108.0,3.0,1.0,1.0,241.0,105.0,1970.0,Manningham City Council,-37.7743,145.1093,Eastern Metropolitan,9028.0
5995,Ashwood,147 Huntingdale Rd,3,h,785000.0,S,Buxton,19/11/2016,12.2,3147.0,3.0,1.0,1.0,557.0,,1960.0,Monash City Council,-37.8671,145.1117,Southern Metropolitan,2894.0
5996,Hampton East,3 Besant St,3,h,1280000.0,SP,Buxton,26/08/2017,13.8,3188.0,3.0,1.0,3.0,658.0,,,Bayside City Council,-37.94259,145.03004,Southern Metropolitan,2356.0
5997,Carlton North,75 Fenwick St,3,h,2050000.0,S,Nelson,18/03/2017,3.2,3054.0,3.0,2.0,0.0,84.0,148.0,1970.0,Melbourne City Council,-37.7879,144.9736,Northern Metropolitan,3106.0
5998,Carnegie,2/94 Truganini Rd,2,u,737000.0,S,Woodards,27/06/2016,11.4,3163.0,2.0,1.0,1.0,165.0,,1990.0,Glen Eira City Council,-37.8927,145.0539,Southern Metropolitan,7822.0
5999,Richmond,3 Kimber St,3,h,1330000.0,S,Jellis,22/04/2017,2.6,3121.0,3.0,1.0,1.0,154.0,95.0,1900.0,Yarra City Council,-37.8264,145.0123,Northern Metropolitan,14949.0
6000,Maribyrnong,34 Mitchell St,3,h,905000.0,S,Biggin,27/06/2016,8.7,3032.0,3.0,1.0,2.0,696.0,,,Maribyrnong City Council,-37.7832,144.8864,Western Metropolitan,4918.0
6001,Fitzroy,206/424 Gore St,1,u,458000.0,S,hockingstuart,27/06/2016,1.6,3065.0,1.0,1.0,1.0,0.0,62.0,,Yarra City Council,-37.7964,144.9839,Northern Metropolitan,5825.0
6002,South Morang,3 Robin Pl,4,h,612000.0,S,Millership,29/07/2017,20.5,3752.0,4.0,2.0,2.0,617.0,,,Whittlesea City Council,-37.65621,145.0939,Northern Metropolitan,7969.0
6003,Oak Park,15 Nerissa Gr,4,h,1300000.0,PI,Woodards,29/07/2017,11.2,3046.0,4.0,2.0,2.0,866.0,175.0,1960.0,Moreland City Council,-37.71979,144.92341000000005,Northern Metropolitan,2651.0
6004,Footscray,2/36 Empire St,2,u,310000.0,PI,Sweeney,17/09/2016,6.4,3011.0,2.0,1.0,1.0,0.0,,,Maribyrnong City Council,-37.7878,144.8919,Western Metropolitan,7570.0
6005,Bentleigh East,76a Moylan St,4,t,1500000.0,VB,Gary,21/10/2017,13.8,3165.0,,,,,,,Glen Eira City Council,-37.90719,145.0546,Southern Metropolitan,10969.0
6006,Sunshine North,46 Ferndale Rd,3,h,621000.0,S,Douglas,17/09/2016,13.3,3020.0,3.0,1.0,1.0,619.0,,,Brimbank City Council,-37.7665,144.8358,Western Metropolitan,4217.0
6007,Bentleigh,1/205 Centre Rd,2,u,770000.0,PI,Jellis,18/11/2017,11.4,3204.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,6795.0
6008,Glen Iris,4/58 Bath Rd,2,u,671000.0,S,Noel,4/03/2017,9.2,3146.0,2.0,1.0,1.0,0.0,85.0,1960.0,Boroondara City Council,-37.8555,145.0889,Southern Metropolitan,10412.0
6009,Kensington,109 Rankins Rd,2,h,1234500.0,SP,Nelson,13/08/2016,4.2,3031.0,2.0,2.0,2.0,169.0,127.0,2008.0,Melbourne City Council,-37.7922,144.9316,Northern Metropolitan,5263.0
6010,Pascoe Vale,21/12 Surrey St,2,u,320000.0,PI,YPA,7/10/2017,8.5,3044.0,2.0,1.0,1.0,,,,Moreland City Council,-37.72648,144.94863999999995,Northern Metropolitan,7485.0
6011,Balwyn,35a Stroud St,4,h,1800000.0,VB,Fletchers,17/09/2016,9.7,3103.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682.0
6012,Bentleigh East,3 Pollina St,4,h,1640000.0,S,Buxton,18/11/2017,13.8,3165.0,4.0,2.0,2.0,581.0,206.0,2013.0,Glen Eira City Council,-37.9261,145.0506,Southern Metropolitan,10969.0
6013,Ashburton,43 Fakenham Rd,4,h,1800000.0,S,J,3/06/2017,10.2,3147.0,4.0,2.0,2.0,682.0,,,Boroondara City Council,-37.8621,145.08588,Southern Metropolitan,3052.0
6014,Ascot Vale,1 Nairn Av,2,h,1075000.0,PI,Jellis,14/05/2016,5.9,3032.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567.0
6015,Bentleigh East,3/14 Malane St,3,h,750000.0,PI,Hodges,18/06/2016,13.9,3165.0,3.0,2.0,1.0,188.0,,,Glen Eira City Council,-37.9193,145.0553,Southern Metropolitan,10969.0
6016,Brighton,4/33 North Rd,2,u,900000.0,SP,Buxton,24/02/2018,10.5,3186.0,,,,,,,Bayside City Council,,,Southern Metropolitan,10579.0
6017,Newport,26 Mirls St,4,h,1567000.0,S,Sweeney,9/09/2017,6.2,3015.0,4.0,2.0,2.0,409.0,181.0,1910.0,Hobsons Bay City Council,-37.84445,144.87966,Western Metropolitan,5498.0
6018,Brunswick West,9/39 Heller St,1,u,330000.0,S,hockingstuart/Advantage,22/05/2016,5.9,3055.0,1.0,1.0,1.0,0.0,42.0,1970.0,Moreland City Council,-37.7748,144.9483,Northern Metropolitan,7082.0
6019,Wantirna South,12 Bent Ct,3,h,1261000.0,S,LLC,25/11/2017,14.7,3152.0,3.0,1.0,4.0,1093.0,115.0,1960.0,Knox City Council,-37.861,145.2507,Eastern Metropolitan,7082.0
6020,Altona,7/36 Sargood St,3,t,820000.0,SP,hockingstuart,26/08/2017,11.0,3018.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5301.0
6021,Bentleigh East,16a Murrong Av,4,t,1500000.0,VB,Buxton,10/02/2018,13.8,3165.0,,,,,,,Glen Eira City Council,-37.9084,145.06032,Southern Metropolitan,10969.0
6022,Doncaster,2 Eildon St,3,t,888000.0,S,Jellis,28/08/2016,13.9,3108.0,3.0,2.0,1.0,192.0,,,Manningham City Council,-37.7942,145.1256,Eastern Metropolitan,9028.0
6023,Bulleen,15 Moresby Av,3,h,1250000.0,SP,Jellis,27/11/2016,11.8,3105.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,4480.0
6024,Middle Park,50 Park Rd,2,h,1515000.0,S,Marshall,14/05/2016,4.1,3206.0,3.0,1.0,0.0,98.0,,,Port Phillip City Council,-37.8541,144.9665,Southern Metropolitan,2019.0
6025,Heidelberg Heights,96 Lloyd St,2,h,590000.0,S,Miles,28/05/2016,10.5,3081.0,2.0,1.0,2.0,586.0,80.0,1955.0,Banyule City Council,-37.7435,145.0486,Eastern Metropolitan,2947.0
6026,Yarraville,72 Bishop St,3,h,1400000.0,S,Jas,15/07/2017,6.3,3013.0,3.0,3.0,6.0,668.0,,1990.0,Maribyrnong City Council,-37.81381,144.87438,Western Metropolitan,6543.0
6027,Jacana,13 Robinson St,3,h,559000.0,S,YPA,15/07/2017,14.0,3047.0,3.0,1.0,2.0,604.0,,,Hume City Council,-37.68599,144.91195,Northern Metropolitan,851.0
6028,Fitzroy North,15 Queen St,1,h,950000.0,VB,Collins,29/04/2017,3.5,3068.0,1.0,1.0,0.0,138.0,,,Moreland City Council,-37.7759,144.9823,Northern Metropolitan,6244.0
6029,Cheltenham,61 Weatherall Rd,4,h,1500000.0,S,Buxton,24/06/2017,17.9,3192.0,4.0,2.0,3.0,724.0,,,Bayside City Council,-37.97076,145.04186,Southern Metropolitan,9758.0
6030,Princes Hill,165 Arnold St,2,h,1252500.0,S,Woodards,25/11/2017,3.5,3054.0,2.0,1.0,0.0,169.0,,,Yarra City Council,-37.7804,144.9655,Northern Metropolitan,1008.0
6031,Moorabbin,38 Marrbridge Rd,4,h,1210000.0,PI,Buxton,24/02/2018,14.3,3189.0,4.0,2.0,1.0,593.0,196.0,1950.0,Kingston City Council,-37.93923,145.05979,Southern Metropolitan,2555.0
6032,Kooyong,202/723 Toorak Rd,2,u,670000.0,VB,Jellis,24/06/2017,5.9,3144.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,394.0
6033,Canterbury,8 Avenue Athol,4,h,1820000.0,PI,Fletchers,18/11/2017,8.4,3126.0,,,,,,,Boroondara City Council,-37.8206,145.0678,Southern Metropolitan,3265.0
6034,Epping,15 Winchester Av,3,h,606000.0,S,Love,25/11/2017,19.6,3076.0,3.0,2.0,2.0,592.0,140.0,1979.0,Whittlesea City Council,-37.6439,145.0432,Northern Metropolitan,10926.0
6035,Brighton East,24 Moore St,3,h,1405000.0,S,Buxton,10/12/2016,10.7,3187.0,3.0,1.0,1.0,490.0,,,Bayside City Council,-37.9024,145.0097,Southern Metropolitan,6938.0
6036,Kensington,54 McCracken St,5,h,1750000.0,VB,Nelson,21/10/2017,3.4,3031.0,,,,,,,Melbourne City Council,,,Northern Metropolitan,5263.0
6037,St Kilda,33/62 Wellington St,1,u,453000.0,S,Marshall,10/02/2018,5.0,3182.0,,,,,,,Port Phillip City Council,,,Southern Metropolitan,13240.0
6038,Edithvale,96 Berry Av,5,h,1260000.0,SP,O'Brien,8/07/2017,27.0,3196.0,5.0,6.0,3.0,900.0,178.0,1960.0,Kingston City Council,-38.04105,145.1216,South-Eastern Metropolitan,2546.0
6039,Hawthorn East,201/40 Harold St,2,u,890000.0,SP,Space,17/06/2017,6.2,3123.0,,,,,,,Boroondara City Council,-37.82791,145.0545,Southern Metropolitan,6482.0
6040,Abbotsford,604/88 Trenerry Cr,2,u,683000.0,SP,Woodards,23/09/2017,3.0,3067.0,2.0,2.0,1.0,,,2013.0,Yarra City Council,-37.79793,144.99818,Northern Metropolitan,4019.0
6041,West Footscray,4/38 Hampton Pde,2,u,266000.0,S,Sweeney,20/05/2017,8.2,3012.0,2.0,1.0,1.0,1059.0,65.0,1970.0,Maribyrnong City Council,-37.8062,144.8665,Western Metropolitan,5058.0
6042,Hadfield,27 West St,3,h,772500.0,S,Nelson,6/01/2018,11.2,3046.0,3.0,2.0,2.0,543.0,130.0,1970.0,Moreland City Council,-37.71329,144.93702,Northern Metropolitan,2606.0
6043,Gisborne,1/12 Rodney St,3,h,426000.0,S,Raine,15/07/2017,45.9,3437.0,3.0,1.0,1.0,412.0,103.0,1950.0,Macedon Ranges Shire Council,-37.49175,144.59565,Northern Victoria,3376.0
6044,Armadale,367 Dandenong Rd,6,h,5525000.0,S,Marshall,17/09/2016,6.3,3143.0,5.0,3.0,4.0,1491.0,516.0,1935.0,Stonnington City Council,-37.8602,145.013,Southern Metropolitan,4836.0
6045,Maribyrnong,23/14 Horizon Dr,2,t,620000.0,VB,Brad,13/08/2016,8.7,3032.0,,,,,,,Maribyrnong City Council,,,Western Metropolitan,4918.0
6046,Deepdene,6 Belmont Av,4,h,3680000.0,SP,Marshall,6/01/2018,7.9,3103.0,4.0,2.0,2.0,1083.0,,1940.0,Boroondara City Council,-37.81243,145.07002,Southern Metropolitan,892.0
6047,Bentleigh,16 McKittrick Rd,3,h,1526000.0,S,C21,24/02/2018,11.4,3204.0,3.0,1.0,2.0,739.0,,,Glen Eira City Council,-37.92957,145.04234,Southern Metropolitan,6795.0
6048,Preston,3 Avondale Rd,3,h,980000.0,S,Harcourts,17/09/2016,8.8,3072.0,3.0,2.0,1.0,479.0,121.0,1930.0,Darebin City Council,-37.7425,145.014,Northern Metropolitan,14577.0
6049,Thomastown,121 Spring St,3,h,640500.0,S,Barry,3/03/2018,15.3,3074.0,3.0,1.0,1.0,531.0,,,Whittlesea City Council,-37.68168,145.00114,Northern Metropolitan,7955.0
6050,Fawkner,159 Jukes Rd,3,h,690000.0,PI,hockingstuart,10/12/2016,12.4,3060.0,3.0,2.0,2.0,576.0,,,Hume City Council,-37.7015,144.9625,Northern Metropolitan,5070.0
6051,Yarraville,9 Stanger St,3,h,796000.0,S,Greg,14/05/2016,7.0,3013.0,3.0,1.0,1.0,464.0,120.0,1960.0,Maribyrnong City Council,-37.8151,144.8638,Western Metropolitan,6543.0
6052,Albion,60 Sydney St,3,h,720000.0,S,Sweeney,10/12/2016,13.9,3020.0,3.0,1.0,1.0,706.0,,,Brimbank City Council,-37.7801,144.8229,Western Metropolitan,2185.0
6053,Brunswick,237 Albion St,2,h,1150000.0,SP,Jellis,24/02/2018,5.2,3056.0,2.0,1.0,2.0,398.0,107.0,1890.0,Moreland City Council,-37.76032,144.95981,Northern Metropolitan,11918.0
6054,Moonee Ponds,103/701 Mt Alexander Rd,1,u,465000.0,S,Frank,15/10/2016,6.9,3039.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6232.0
6055,Oak Park,104 Vincent St,3,h,780000.0,PI,Brad,14/10/2017,11.2,3046.0,3.0,1.0,1.0,570.0,123.0,1960.0,Moreland City Council,-37.71611,144.91064,Northern Metropolitan,2651.0
6056,Williamstown,12/8 The Strand,2,t,1055000.0,SP,Raine,21/10/2017,6.8,3016.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,6380.0
6057,Parkdale,9a Booth St,3,h,840000.0,S,Buxton,23/09/2017,21.5,3195.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,5087.0
6058,Moorabbin,23 Franklin St,4,h,1070000.0,S,Buxton,18/03/2017,14.6,3189.0,4.0,2.0,1.0,603.0,140.0,1955.0,Kingston City Council,-37.9381,145.0534,Southern Metropolitan,2555.0
6059,Carrum,5 Rigby St,3,h,881000.0,S,Ray,3/06/2017,31.2,3197.0,3.0,1.0,2.0,538.0,,,Kingston City Council,-38.07405,145.13211,South-Eastern Metropolitan,1989.0
6060,Brighton,15 Hanby St,5,h,3171000.0,S,Biggin,7/05/2016,11.2,3186.0,4.0,2.0,2.0,710.0,340.0,2000.0,Bayside City Council,-37.9241,145.0008,Southern Metropolitan,10579.0
6061,Ormond,3a Fraser St,2,h,861000.0,S,Gary,14/05/2016,11.8,3204.0,2.0,1.0,1.0,0.0,,2002.0,Glen Eira City Council,-37.9026,145.0364,Southern Metropolitan,3578.0
6062,Ringwood North,13 Cantala Cr,4,h,870000.0,SA,Philip,9/12/2017,19.9,3134.0,4.0,2.0,2.0,,,,Manningham City Council,-37.79894,145.21712,Eastern Metropolitan,3619.0
6063,Richmond,1/2 Little Kent St,2,t,1090000.0,S,Fletchers,8/04/2017,2.6,3121.0,2.0,2.0,1.0,0.0,137.0,2002.0,Yarra City Council,-37.8151,145.0003,Northern Metropolitan,14949.0
6064,Hampton East,1/2 Flowerdale Rd,3,u,957000.0,S,Buxton,24/06/2017,13.8,3188.0,3.0,2.0,2.0,254.0,113.0,1994.0,Bayside City Council,-37.94313,145.03501,Southern Metropolitan,2356.0
6065,Mill Park,14 Medlar Ct,3,h,650000.0,PI,Ray,29/07/2017,17.9,3082.0,3.0,2.0,1.0,661.0,141.0,1990.0,Whittlesea City Council,-37.66898,145.07209,Northern Metropolitan,10529.0
6066,Seddon,14 James St,3,h,900000.0,SP,Sweeney,17/06/2017,5.1,3011.0,3.0,1.0,1.0,252.0,120.0,,Maribyrnong City Council,-37.80552,144.88889,Western Metropolitan,2417.0
6067,Brighton,40 Whyte St,3,h,1785000.0,SP,Buxton,12/11/2016,11.2,3186.0,3.0,2.0,1.0,404.0,118.0,1953.0,Bayside City Council,-37.9228,144.9996,Southern Metropolitan,10579.0
6068,Fawkner,17 Edward St,3,h,527000.0,S,YPA,22/05/2016,12.4,3060.0,3.0,1.0,1.0,609.0,103.0,1960.0,Hume City Council,-37.7083,144.9644,Northern Metropolitan,5070.0
6069,Hoppers Crossing,8 Elmes Ct,4,h,693000.0,S,hockingstuart,18/11/2017,18.4,3029.0,4.0,2.0,2.0,933.0,217.0,1987.0,Wyndham City Council,-37.8707,144.6813,Western Metropolitan,13830.0
6070,Sunshine,138 Devonshire Rd,4,h,726000.0,S,YPA,6/05/2017,12.6,3020.0,4.0,2.0,0.0,567.0,95.0,1950.0,Brimbank City Council,-37.7866,144.8458,Western Metropolitan,3755.0
6071,Sunshine North,25 Downing St,3,h,718000.0,S,Douglas,13/05/2017,13.3,3020.0,3.0,1.0,2.0,551.0,,,Brimbank City Council,-37.771,144.8389,Western Metropolitan,4217.0
6072,Mentone,73A Collins St,4,h,1350000.0,S,Hodges,18/11/2017,20.0,3194.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,6162.0
6073,Heathmont,7 Campbell St,3,h,1070000.0,S,Fletchers,28/10/2017,21.3,3135.0,3.0,1.0,1.0,,,,Maroondah City Council,-37.81925,145.24178,Eastern Metropolitan,3794.0
6074,Pascoe Vale,48 Derby St,4,h,822000.0,SP,hockingstuart,18/03/2017,9.9,3044.0,4.0,2.0,2.0,250.0,194.0,1983.0,Moreland City Council,-37.7319,144.9461,Northern Metropolitan,7485.0
6075,Murrumbeena,3/44 Omama Rd,3,t,1227500.0,S,Thomson,24/02/2018,10.1,3163.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,4442.0
6076,Sunbury,8 Curtin Dr,5,h,560000.0,SP,YPA,17/02/2018,31.7,3429.0,,,,,,,Hume City Council,,,Western Metropolitan,14092.0
6077,Highett,313/75 Graham Rd,2,u,623000.0,S,Buxton,24/02/2018,16.0,3190.0,,,,,,,Bayside City Council,,,Southern Metropolitan,4794.0
6078,Thornbury,184 Raleigh St,4,h,1428888.0,SP,Miles,4/03/2017,6.5,3071.0,4.0,2.0,1.0,470.0,153.0,1930.0,Darebin City Council,-37.7601,145.0122,Northern Metropolitan,8870.0
6079,Bundoora,229 Greenwood Dr,4,h,770000.0,PI,Barry,9/12/2017,12.1,3083.0,4.0,2.0,1.0,586.0,166.0,1970.0,Banyule City Council,-37.70772,145.07275,Northern Metropolitan,10175.0
6080,Camberwell,19 Currajong Av,5,h,4440000.0,S,Noel,13/08/2016,7.8,3124.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920.0
6081,Richmond,1/40 Bridge Rd,2,u,505000.0,S,hockingstuart,18/06/2016,2.6,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0
6082,Mordialloc,71 McDonald St,4,h,1617000.0,S,Hodges,26/08/2017,21.5,3195.0,4.0,3.0,3.0,,268.0,2007.0,Kingston City Council,-38.00201,145.09302,South-Eastern Metropolitan,3650.0
6083,Carnegie,2/59 Moonya Rd,3,u,920000.0,SP,Woodards,17/09/2016,11.4,3163.0,3.0,2.0,1.0,283.0,250.0,2005.0,Glen Eira City Council,-37.8974,145.0622,Southern Metropolitan,7822.0
6084,Point Cook,19 Maxwell St,4,h,665000.0,S,hockingstuart,25/11/2017,14.7,3030.0,4.0,2.0,2.0,,198.0,2007.0,Wyndham City Council,-37.8809,144.7265,Western Metropolitan,15542.0
6085,Bentleigh East,18 Mervin St,2,h,1410000.0,S,hockingstuart,3/09/2016,13.9,3165.0,2.0,1.0,2.0,768.0,,,Glen Eira City Council,-37.9305,145.0547,Southern Metropolitan,10969.0
6086,Briar Hill,8 Suzanne Ct,3,h,785000.0,SP,Flannagan,14/10/2017,16.1,3088.0,3.0,1.0,1.0,789.0,116.0,1989.0,Banyule City Council,-37.70216,145.12039,Eastern Metropolitan,1390.0
6087,Bulleen,10 Sandra St,4,h,1225000.0,S,Barry,18/11/2017,10.8,3105.0,4.0,2.0,3.0,668.0,170.0,1898.0,Manningham City Council,-37.7779,145.0827,Eastern Metropolitan,4480.0
6088,Thomastown,18 Dakota Dr,3,h,605000.0,S,Ray,8/07/2017,15.3,3074.0,3.0,1.0,2.0,533.0,114.0,1975.0,Whittlesea City Council,-37.68579,144.98878,Northern Metropolitan,7955.0
6089,Essendon,39 Deakin St,5,h,1290000.0,S,Barry,23/09/2017,7.5,3040.0,5.0,2.0,,,,,Moonee Valley City Council,-37.75026,144.89113,Western Metropolitan,9264.0
6090,Prahran,314/220 Commercial Rd,2,u,600000.0,S,hockingstuart,23/09/2017,4.6,3181.0,2.0,1.0,0.0,,,,Stonnington City Council,-37.84696,144.99364,Southern Metropolitan,7717.0
6091,Burnside,18 Fydler Av,3,h,580000.0,S,YPA,26/08/2017,14.8,3023.0,3.0,2.0,2.0,461.0,174.0,2000.0,Melton City Council,-37.74518,144.74708,Western Metropolitan,1607.0
6092,Hillside,1 Marner Av,3,h,493500.0,S,Barry,27/05/2017,18.0,3037.0,,,,,,,Brimbank City Council,,,Western Metropolitan,5556.0
6093,Reservoir,2/1 Glasgow Av,2,u,550000.0,S,Nelson,21/10/2017,12.0,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0
6094,Essendon,6 Cudmore St,3,h,1570000.0,S,Nelson,3/03/2018,7.5,3040.0,3.0,1.0,2.0,767.0,,,Moonee Valley City Council,-37.74305,144.90361,Western Metropolitan,9264.0
6095,Gowanbrae,7 Adelaide Bvd,4,h,990000.0,S,Nelson,13/05/2017,13.6,3043.0,4.0,2.0,2.0,702.0,170.0,2003.0,Moreland City Council,-37.7071,144.8989,Western Metropolitan,1071.0
6096,Thomastown,37 Smith Av,3,h,715500.0,S,Love,22/07/2017,15.3,3074.0,3.0,1.0,2.0,685.0,,,Whittlesea City Council,-37.68107,145.03393,Northern Metropolitan,7955.0
6097,Surrey Hills,4/18 Alexandra Cr,2,h,510000.0,VB,Noel,27/05/2017,10.2,3127.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,5457.0
6098,Blackburn,2/5 Marian Ct,3,t,1300000.0,PI,Jellis,24/06/2017,13.4,3130.0,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,5713.0
6099,Mernda,19 Stradling Ri,4,h,746000.0,S,YPA,9/09/2017,25.9,3754.0,,,,,,,Whittlesea City Council,,,Northern Metropolitan,5812.0
6100,Richmond,13/200 Brighton St,2,u,736000.0,SP,Biggin,14/10/2017,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0
6101,Reservoir,3/38 Miranda Rd,2,u,591501.0,SP,Love,17/03/2018,12.0,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0
6102,Ashburton,8 Maxwell St,5,h,1950000.0,S,Fletchers,10/02/2018,10.2,3147.0,5.0,3.0,,743.0,188.0,1930.0,Boroondara City Council,-37.86903,145.0685,Southern Metropolitan,3052.0
6103,Newport,61 Home Rd,4,h,1500000.0,PI,Greg,3/03/2018,6.2,3015.0,4.0,3.0,2.0,368.0,,,Hobsons Bay City Council,-37.84034000000001,144.88751000000005,Western Metropolitan,5498.0
6104,Watsonia,18 Papua St,3,h,922000.0,S,Barry,22/05/2016,14.9,3087.0,3.0,1.0,2.0,798.0,153.0,1960.0,Banyule City Council,-37.7112,145.0869,Northern Metropolitan,2329.0
6105,Epping,18 Keith Av,3,h,600000.0,S,HAR,3/03/2018,19.6,3076.0,3.0,1.0,2.0,541.0,,,Whittlesea City Council,-37.64567,145.03434,Northern Metropolitan,10926.0
6106,Altona North,21 Allan St,4,h,650000.0,SP,Williams,12/06/2016,11.1,3025.0,4.0,1.0,4.0,558.0,,,Hobsons Bay City Council,-37.8451,144.8529,Western Metropolitan,5132.0
6107,Footscray,2 Smith Cr,4,h,1222000.0,S,Burnham,21/10/2017,5.1,3011.0,4.0,1.0,2.0,,,,Maribyrnong City Council,-37.79063,144.89733,Western Metropolitan,7570.0
6108,Richmond,6/1 Ellis St,2,u,595000.0,S,Biggin,12/08/2017,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0
6109,Chelsea,501 Nepean Hwy,3,h,1210000.0,S,Buxton,23/09/2017,27.0,3196.0,3.0,3.0,2.0,,155.0,1950.0,Kingston City Council,-38.05934,145.11848,South-Eastern Metropolitan,3906.0
6110,Bentleigh,1/7 Railway Cr,4,t,900000.0,VB,Buxton,26/07/2016,13.0,3204.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,6795.0
6111,Port Melbourne,25 Barak Rd,3,h,1955000.0,S,Barry,3/03/2018,3.5,3207.0,3.0,2.0,2.0,337.0,,,Melbourne City Council,-37.83802,144.92442,Southern Metropolitan,8648.0
6112,Carrum,2/21 Eel Race Rd,2,u,435000.0,S,Buxton,17/03/2018,31.2,3197.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,1989.0
6113,Wollert,31 Warruga Cr,4,h,562000.0,S,Ray,3/06/2017,25.5,3750.0,,,,,,,Whittlesea City Council,,,Northern Metropolitan,2940.0
6114,Essendon,101 Deakin St,3,h,1210000.0,S,Nelson,3/09/2017,7.5,3040.0,3.0,2.0,2.0,,,,Moonee Valley City Council,-37.74384000000001,144.89226000000005,Western Metropolitan,9264.0
6115,West Melbourne,74 Dudley St,4,h,1900000.0,VB,Whiting,15/07/2017,3.1,3003.0,4.0,1.0,2.0,168.0,,,Melbourne City Council,-37.80884,144.95291,Northern Metropolitan,2230.0
